restaurant,period,forecast_origin,target_date,q025,q05,q20,q25,q35,median,q65,q75,q80,q95,q975,predictive_sd,lead_days,actual_sales,actual_available,run_id
springdale,historical_model_estimate,2025-02-28,2024-02-27,10214.400304880748,10331.882651427017,10737.976100180835,10827.436582105513,10995.117285847173,11224.682986161535,11464.438494109121,11627.029241712813,11753.394549566816,12189.274406220014,12358.963606711895,578.4834560828313,-367,11694.505813505632,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-02-28,44409.67594954757,44754.239057470666,45686.939120749295,45851.55905833635,46197.34467113468,46654.802282514356,47073.100019683516,47405.89016623882,47568.49018668194,48503.35862984141,48862.19282764857,1134.2082701230765,-366,46465.22930900692,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-02-28,7962.382550627924,8182.263451177202,8650.187076255275,8776.289677723093,8954.122705971497,9220.138518084448,9457.205332528249,9637.169024866667,9747.892874025269,10178.942660632763,10425.143043155995,640.3050489871493,-366,8615.402823468874,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-02-28,12500.582680374659,12660.978257042243,13070.99644925835,13172.467313095363,13316.674645250021,13513.568470344982,13726.599750397325,13892.577822240586,13984.605269675858,14412.576542535217,14548.786557183807,524.8380920936992,-366,13789.788446735623,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-02-28,10373.961552076762,10524.942602486646,11005.36544357648,11102.167007544755,11275.71604475429,11513.37764207165,11708.405982144035,11874.352213086075,11990.965693706186,12399.5553493635,12596.588506391132,571.374498395827,-366,11431.736983267192,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-02-28,11334.918945596459,11527.778636637715,11977.26534477688,12055.776935683518,12200.10558378012,12435.720563871055,12638.344806887206,12793.99459897958,12895.388788104408,13369.66150459687,13541.413110330443,555.2700072543433,-366,12628.301055535228,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-02-29,45270.07702958707,45577.35970880025,46411.32678944143,46599.75625888626,46966.35679002378,47453.0030532577,47866.58412002399,48176.43952106259,48373.48678742665,49302.72750495403,49662.31631173937,1147.5856437702753,-365,46962.0799110709,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-02-29,8508.044415397422,8734.191746858156,9346.273030132554,9456.810862507868,9641.502401253088,9923.984408636232,10169.192159338256,10373.816483676543,10474.776059334992,10984.988768855315,11185.21604989053,690.7205528331683,-365,9337.264148353295,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-02-29,11551.491966564527,11707.870948006623,12113.818235150558,12205.907371275565,12382.294932080946,12623.311251848332,12814.504509783621,12962.556899426892,13064.481139727444,13422.857906311145,13647.978630903393,531.3217627409305,-365,12769.073675563644,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-02-29,10964.55268629053,11149.878541561453,11538.09193798521,11622.018672341248,11779.802393127447,12025.758400110735,12226.453628832842,12362.17271576422,12445.093149518278,12885.512199126208,13066.853053326286,536.1823070693305,-365,11908.85760941892,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-02-29,11806.953966357178,11962.798417443712,12440.01716235876,12532.635655586753,12703.032702521868,12935.728702453898,13106.001173240555,13295.628498559832,13387.440152996911,13837.95145984318,13966.741364305142,559.4702559349593,-365,12946.88447773504,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-01,44867.24333888684,45182.7010036263,46093.40706709578,46354.20715539367,46691.908153180804,47092.96945771176,47515.297194497834,47904.49833403895,48108.53852782111,49126.336949845,49440.06478230996,1194.3594416926926,-364,47505.057912278746,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-01,8771.228117230792,8916.358772975706,9417.836007129137,9526.553051703359,9735.911832633408,9962.956042999002,10210.775268107926,10410.70038610863,10518.359490635492,11060.607054968563,11269.964954743404,646.5318233413927,-364,10509.378168629755,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-01,10731.947977105418,10906.83878728427,11416.117515175361,11504.21301800633,11660.603705811041,11871.648432732498,12089.69571708597,12242.6978096083,12308.836397474783,12732.81632478,12920.595224519338,545.6764605936288,-364,11914.038822607785,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-01,11486.944438976501,11633.518610968853,12100.135947012317,12207.116775082579,12345.696245014906,12551.810395081831,12807.80614883868,12975.586189421618,13086.13818233189,13552.339702488109,13702.626156761113,568.7574386182905,-364,12426.001713805876,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-01,11563.543374828767,11757.796072331315,12200.222277781031,12322.235826004708,12469.83737066762,12705.297690774525,12935.016719755222,13095.5967728197,13194.026308205272,13591.752037126756,13820.72398302372,572.0488855273628,-364,12655.63920723533,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-02,44024.774077202535,44435.889349585275,45411.66580172365,45628.8600416347,45932.845894633196,46418.96619152648,46884.28751867029,47173.30362656244,47375.390954016555,48300.70803340042,48688.415652112875,1190.8553445325385,-363,48230.723994492575,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-02,8571.113240110062,8856.464488715885,9335.2560013083,9469.991073737667,9637.469847258466,9901.903618951721,10199.750104733977,10403.89334731734,10528.601191043814,10980.671457583076,11250.7622418203,674.172373898177,-363,10794.475538105156,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-02,10789.902477355365,10939.691364348597,11316.07335608676,11402.5731870664,11542.217979932906,11776.453933813107,12004.75123675585,12153.264795074807,12225.820148392195,12621.846675326136,12748.693116430228,526.8167149066103,-363,11919.37903051496,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-02,11896.146338024602,12090.240612232707,12540.880535414595,12622.612940909028,12767.849168477916,12988.519498929852,13191.608920019653,13367.853739408212,13441.800046794582,13896.925470966133,14036.35132375463,550.2583947509829,-363,13465.530862364789,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-02,10617.168933225485,10778.17503404045,11258.022236501738,11347.10909343445,11512.561160134574,11723.648409967009,11917.038098461746,12083.475066026178,12175.483878108122,12687.240311891903,12826.48584520464,555.444576312249,-363,12051.338563507668,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-03,43452.83916315382,43823.302285173915,44712.86249666889,44952.666158859654,45299.269134773334,45720.23843809751,46249.76223462868,46578.18932745945,46810.84566881394,47681.949726879786,48223.06352932193,1227.4519846747755,-362,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-03,7734.345680997908,7998.840983062527,8509.463454744495,8624.226112060796,8820.572764535535,9077.088048123824,9402.532376273473,9610.398431333791,9694.047314225005,10159.978927512931,10411.734456977167,696.447912396831,-362,,False,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-03,11242.329429896608,11417.338313329818,11860.767461237914,11941.073096881868,12084.761616498627,12299.680690250603,12508.734171331047,12656.153474660574,12737.55438200364,13234.036230756497,13395.997641830001,548.0088610589038,-362,13090.67407785248,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-03,12091.933604350948,12268.359646470084,12750.655633006,12850.722910792763,13017.405712144682,13245.900693537787,13465.932431241738,13650.742857418814,13755.79426517097,14150.17441497672,14299.640424772018,575.489898191797,-362,13529.896654603766,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-03,10023.91241088492,10187.128794837377,10604.909778236417,10752.987237115074,10905.947099022453,11117.792026974708,11335.617830309046,11491.29040636919,11586.174826515577,11999.137498112506,12221.248631462342,569.2982922477287,-362,11187.893850917388,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-04,42019.54645951327,42400.25720044795,43262.16922208535,43452.03428545369,43867.39052334084,44301.58109550887,44756.4691162825,45131.20105608528,45325.24101737118,46312.32968072679,46678.66980420227,1204.1052787607298,-361,45183.41419211331,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-04,6812.884970374404,7071.4887787918915,7564.202149790222,7659.897791587209,7850.461425258419,8146.778088404718,8388.001419820464,8576.97808424569,8706.25747580275,9229.98366266954,9394.662976784808,667.5880458074635,-361,8482.648910101234,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-04,12317.278485384162,12523.537357911953,12939.04638044821,13007.705050970164,13167.254119894651,13364.783637597364,13569.617342459509,13736.329413243739,13826.117412590647,14225.368524582513,14401.87649524627,533.3779505407829,-361,13510.517917570987,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-04,11199.028865950331,11391.575752190738,11820.641937129765,11890.116763576689,12058.58106476992,12277.85103468832,12508.649205637194,12690.235273164584,12775.521216126503,13262.103009764496,13465.198993693755,566.6069391052225,-361,12725.261354005872,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-04,9406.268765888999,9567.882400060429,10046.113266880071,10160.100892263523,10289.924478770065,10511.840002538194,10716.44556779583,10878.370668922034,10981.728237445323,11401.34242983834,11585.733573052363,570.3624963398368,-361,10464.986010435216,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-05,42400.23416256187,42590.03122862163,43655.91700159904,43850.28252922916,44207.54473741395,44625.73705229134,45115.68782563229,45417.11049171573,45587.91243937197,46401.49012859378,46813.947391675276,1138.7308297730785,-360,44389.684554334395,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-05,6870.934665144113,7081.627604164948,7585.441910335561,7683.44876421311,7881.035447919369,8119.667682108409,8370.634099121165,8554.949324648134,8683.195002167033,9241.704676520121,9534.527460541234,658.5188214060369,-360,7739.325306896393,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-05,12434.472577449758,12603.452267224748,13089.085974976084,13210.70662662344,13361.983315390491,13548.035811751168,13734.643853104059,13897.720498206116,13986.439531492939,14420.646875197,14565.661726859651,542.4644804750167,-360,13519.15322517497,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-05,10240.366752989632,10470.643779505246,10931.795109363647,11019.269778215441,11182.473610211147,11442.662501349405,11654.961305833076,11797.067828880474,11890.83664366315,12312.064821836464,12514.729927571607,576.4113361500961,-360,11454.439861132963,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-05,10452.014186726026,10599.610010594346,11050.916929168568,11138.469835764252,11313.444241152356,11509.314600851054,11742.832449600492,11907.823523678322,12002.299250690694,12443.345492630098,12599.83548601331,572.326389586497,-360,11676.766161130065,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-06,44782.15890335477,45103.77060958443,46019.64370686446,46251.28101762201,46599.75697035355,47092.01013061606,47501.345748899235,47868.41660905133,48087.41202879144,48943.09968380182,49287.74817916481,1169.1959610540932,-359,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-06,7980.922148146481,8209.403266534993,8706.35816624763,8845.255658977065,9020.704853621344,9280.32352423844,9514.766006905216,9717.783368383469,9817.581915105635,10411.737924333966,10566.812221373133,669.3510740378287,-359,9535.77813559575,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-06,12499.827932666938,12719.962257783964,13165.65508684266,13272.156022691446,13473.201153144648,13673.345119158676,13893.051183815776,14033.83731136079,14103.22790801525,14570.425507068156,14660.650655249106,557.4327640727005,-359,13450.39052970596,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-06,10463.633163377834,10602.144227735425,11076.493833122966,11147.639457259123,11304.21885328908,11543.92259337503,11769.48840384448,11913.63568901605,12021.18162787729,12435.74880613294,12579.932165955897,557.3136355897232,-359,,False,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-06,11453.84152734117,11658.297155077193,12112.698261361902,12206.17457140221,12375.216397788148,12594.743316734226,12809.844800947229,12989.864981616636,13081.020971367137,13533.383029400935,13684.277855241578,573.9510878886265,-359,12886.16319645917,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-07,45480.339017914994,45930.52226926623,46823.08296886488,47030.9404869856,47382.83846397355,47775.21664618782,48234.76223152736,48576.02483058022,48818.625766124445,49871.56696755631,50205.26870347492,1186.4949252720626,-358,48084.6241838142,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-07,8809.237941062993,9013.988930140153,9475.977972892457,9584.532307953028,9762.97168458842,10015.642373258903,10285.016587164793,10498.176661077783,10633.955178392858,11199.650635492786,11392.80680159138,679.7066771914826,-358,9473.364412552344,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-07,11699.580606606436,11848.004453433134,12235.794091525415,12307.843404179002,12458.12767153046,12671.294452830181,12865.017570244136,13033.313789726357,13101.538854978457,13507.885525103758,13658.831418845002,512.8222712387447,-358,12978.88588782486,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-07,10927.213712211102,11047.082527393828,11498.564874961861,11601.807371809591,11782.3023297986,12013.524614021298,12260.155993103273,12424.369565707635,12514.968403772544,12973.26566801368,13148.370811604103,587.8296411837963,-358,12579.310084298906,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-07,11999.426459697775,12184.878272423777,12632.907281916825,12714.208764997733,12896.897712948301,13125.877146576126,13301.55833691191,13456.132045404975,13523.707340560835,13985.979811553205,14106.256288735485,546.8094293199639,-358,13053.063799138095,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-08,45268.58664765092,45656.867329215536,46696.917149602086,46873.97152047322,47220.278653952715,47671.65456838973,48206.74431507907,48511.482183420856,48723.64690317824,49517.48960109593,49867.29531173432,1179.0949013518996,-357,49132.383221871234,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-08,8854.608153391593,9049.320562377372,9660.570451132191,9759.034766307224,9947.894962610808,10232.399671942176,10505.224605247293,10679.875697775578,10770.538065029179,11245.36022186974,11493.60298021138,670.8659828709405,-357,10487.851132944086,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-08,10868.985515532284,11109.133056999786,11527.146726493465,11600.92060434701,11747.536180637177,11957.075834706324,12155.068400966984,12324.209295375913,12423.852352018717,12903.556351003863,13026.743410264793,548.3789257399145,-357,12800.18997934504,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-08,11557.231561449831,11650.586098804979,12148.717868228636,12265.902124740447,12440.334470812666,12631.40139311446,12857.697781528022,13019.217026625862,13117.892770980152,13595.244706822914,13692.455984500346,568.8686952068998,-357,12723.64744148209,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-08,11758.277148726966,11917.538039940404,12371.882796167034,12450.242552149488,12621.68718781966,12854.06838068011,13094.62320921308,13283.005423990771,13347.460517071828,13771.62828187019,13918.520524574787,568.5853485423805,-357,13120.694668100015,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-09,44924.9498301359,45360.42570971733,46285.56991993966,46512.037639317015,46852.362455329865,47261.045738322704,47692.751318341325,48011.80315716048,48187.337472844956,49079.009834691904,49556.33811056895,1146.992210972484,-356,47636.7058941351,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-09,8880.294434303585,9049.286548065083,9667.332212551111,9765.60651766803,9944.827719875544,10164.790857420967,10415.018533982873,10617.494982905717,10712.04577477333,11217.091872932462,11479.081170407233,650.1415009234171,-356,9972.293896342657,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-09,10911.424362589658,11060.284471786637,11465.577384152994,11550.736290538944,11726.263336553193,11916.941596290704,12113.211399177959,12258.826606838724,12358.281472417797,12788.161297980767,12884.95481640838,526.6089229496778,-356,12389.118167959485,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-09,12019.264698460263,12274.883900978548,12684.703895176288,12763.028123771359,12924.302958267343,13130.978940826062,13357.619447366435,13528.388998224873,13593.674293960474,14057.653074613294,14190.09536736886,551.3407789969048,-356,13177.8471627393,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-09,10945.384566288423,11122.729698911002,11545.0879941889,11631.773006251078,11781.383256647812,12023.684189056,12227.650617323532,12408.562272874617,12495.012865350036,12961.832813832629,13171.104353509038,561.9141680951983,-356,12097.446667093656,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-10,44152.55897435979,44581.95063963816,45398.42520827779,45604.86623757377,45948.55343474837,46331.86204723691,46820.291551553535,47192.8951622313,47379.34351625491,48200.836711870994,48601.66830002651,1154.2215062795487,-355,46601.06187660322,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-10,7981.783465018072,8176.415669943228,8657.008500845976,8765.477422271219,8960.375551515726,9212.360877060499,9473.822085215541,9680.509366654103,9773.722628588259,10297.77243087981,10485.868982146994,654.1100509589442,-355,9342.25972602144,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-10,11540.153344392435,11755.811584854973,12135.589388499258,12205.493183807357,12388.303695139944,12587.679099033514,12789.996024476273,12928.136129973878,12998.588009305804,13388.696426972978,13592.112894355058,516.9872432255314,-355,12778.656774537112,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-10,12216.468133804297,12374.525552321997,12836.119342181024,12944.257009012883,13109.455068362238,13339.315612538277,13525.462826483536,13674.006154985116,13766.374757154317,14223.056071897865,14354.619276149864,552.0079332904868,-355,13120.93468290677,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-10,10163.680475344096,10397.823117498594,10811.62154107757,10899.250331694691,11070.701264214606,11273.101715550176,11482.544192623338,11651.033506297168,11733.20653723732,12172.48336087516,12365.467166257462,557.152735190493,-355,11359.210693137897,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-11,42452.08198397028,42913.502891884906,43851.319682702626,44010.872460826926,44424.54048856302,44866.84832632984,45374.9118415612,45693.348307878725,45909.484914673376,46840.802996535305,47183.508450360365,1211.2430290477596,-354,44498.12465474311,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-11,6968.206170219739,7164.53748390396,7677.978352524024,7802.924304460017,7966.5761809396645,8236.190688791965,8487.971274019465,8672.094238540021,8771.46470164226,9233.458910406172,9450.155993588038,640.7934255918384,-354,7595.185811707132,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-11,12496.694315846013,12662.934365421599,13115.62526212155,13211.381815040751,13340.532947020827,13530.89679601914,13746.65358170276,13911.547835939267,13996.417404492307,14413.653605601407,14546.00297818655,529.0405856543673,-354,13296.812807025832,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-11,11341.224840137162,11517.38086139016,11869.693726124819,11967.034108908543,12151.612916714023,12371.080273991229,12575.813158753264,12741.720715446088,12836.263205904388,13338.010069932456,13509.813060008884,559.0904750054201,-354,12650.540488650357,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-11,9556.643542621732,9760.94354625511,10245.297384018619,10357.735508919499,10515.307312594123,10726.519092646358,10933.362725816918,11127.502516318016,11235.658585601237,11694.600099177427,11930.17356089375,594.4970833649244,-354,10955.585547359791,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-12,42795.76243660041,43079.44974727323,44021.80525652042,44240.29724399176,44534.400066671624,45017.95053512975,45458.17993668433,45869.122328915706,46025.21627032994,46953.75703328748,47278.155505627416,1183.7615355893333,-353,46348.30638785159,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-12,6777.785554989655,7069.184223466023,7576.461796278469,7676.234998058368,7865.477159005897,8129.026536519312,8385.847820283785,8556.03838753009,8693.101488240656,9234.175681026689,9485.190490789197,669.0460526816644,-353,8738.703269828362,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-12,12646.639032832903,12849.86812789105,13211.8423997681,13288.764527671603,13469.58103222695,13658.04649550275,13879.348636981647,14059.446147392087,14142.978412955168,14582.702679156719,14730.016879404715,537.7822801600823,-353,14544.2294784286,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-12,10416.504992543907,10560.23765570728,11021.311819781431,11147.30720132101,11297.507641715205,11518.613486939863,11734.180824217508,11887.268624536333,12004.789321374203,12462.803678387563,12608.102810472692,574.3989057526712,-353,11742.067505352265,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-12,10672.788328228153,10872.653034998722,11244.66921311687,11342.167680567829,11525.972355779435,11736.94471878463,11913.092381352151,12055.724249546724,12143.496494444218,12558.237215449319,12736.373746457493,522.4580297417915,-353,11323.30613424236,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-13,45174.251877728224,45741.97120942086,46609.563142300336,46774.60632656185,47107.99841500142,47560.43251523131,47926.59502472617,48270.87259124861,48452.94942842194,49447.8908954185,49875.03626034078,1127.5489851096531,-352,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-13,8056.721438077583,8219.677169650333,8799.706953081608,8895.20832303997,9094.72292881884,9328.287937745023,9563.871645865605,9752.459935037203,9845.246592883488,10425.720433691555,10585.020215630631,644.3758306805809,-352,8691.397790762581,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-13,12807.700620991056,12997.472551458228,13393.430101386106,13475.682025265289,13687.44677235084,13859.183723201033,14062.961092397512,14223.381732298187,14317.494179305164,14721.443138183715,14842.699120600395,534.305512453357,-352,,False,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-13,10467.382549283402,10652.102495370249,11090.387527718036,11181.252428585354,11354.200537913066,11576.975630796594,11797.68187782301,11953.415035233222,12038.454592778273,12475.120970154358,12673.228501427322,557.1917787274015,-352,10990.87265010207,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-13,11667.634068998192,11898.126819700145,12335.606464843333,12435.534536373169,12568.96748976433,12765.767074819294,12985.267543916678,13130.816280295508,13231.449759146302,13715.07714269856,13852.958121602156,553.0056485504562,-352,12580.680042305206,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-14,46087.45034229249,46419.14110815074,47285.80777605524,47475.51455987614,47773.290372181524,48276.519441499724,48730.81992478973,49037.40978946018,49220.97277024088,50080.83235274764,50374.993472583206,1135.3165455895826,-351,46848.28137295587,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-14,8722.31288898491,8967.213887192729,9451.496993388248,9531.740232246042,9746.284649689922,9971.777607225311,10223.457723979305,10431.710168886942,10542.865920716347,11064.292165596347,11267.82078242118,633.9943376861754,-351,9179.661141240022,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-14,11994.809764904456,12115.76843148467,12487.844503016044,12599.043051682816,12744.328681419667,12929.9745970814,13165.085132778566,13351.253283286434,13441.739444949382,13851.490733582843,14068.908335779504,539.037755393237,-351,13343.116428553183,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-14,11013.339842653793,11163.026093342283,11620.643541577962,11723.663550518173,11855.918528632898,12073.476106206455,12296.255845124335,12447.213808159684,12531.306873402784,12943.329717240651,13050.56101198873,532.3864383908328,-351,12017.688718599644,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-14,12180.262810263419,12336.15968026138,12728.294445111822,12801.72279875428,13001.140252719306,13219.046802262383,13475.207176476164,13614.027120573317,13680.0477256914,14130.812396243604,14301.90586497705,556.7557719306378,-351,12307.81508456302,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-15,45735.39504352191,45947.84696893243,47058.60148698313,47209.822478456685,47584.90527973375,48065.991221242366,48484.33807440281,48767.66695379944,48974.69226259849,49930.28276573693,50256.18313379524,1172.4783356203784,-350,47215.83025877127,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-15,8861.466019722964,9079.060078215507,9653.671029477078,9761.297252046632,9955.185302774524,10219.102857726044,10454.89162003843,10658.46979849536,10759.198500803584,11251.712129055122,11426.983932788653,657.5340010261102,-350,9752.701505607936,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-15,11208.1404601203,11362.91507528522,11826.150541298266,11915.84776709032,12079.255375076296,12298.095584128558,12504.826887945177,12658.206741351143,12772.574920750374,13184.558654128994,13361.543261730525,542.7469197264364,-350,11771.827125355649,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-15,11516.867098388479,11680.53232611759,12174.396808493548,12263.440411467811,12440.531503272461,12643.030268473522,12844.391129141139,13012.439764502362,13114.044148106697,13531.670214119411,13731.895954755671,555.574693048681,-350,12543.10669187202,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-15,11772.450040217216,11942.979000884332,12444.37280310524,12525.392487845793,12708.236187515633,12915.158534039383,13154.682528742977,13282.406748253161,13348.218629674264,13767.612732916761,13901.860005096216,559.4071767668357,-350,13148.194935935664,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-16,44966.6417707341,45315.43574839624,46316.43301214167,46496.821270183544,46850.15235654248,47266.523054487,47682.0889563936,48032.232268750624,48231.296534741785,49088.842631475665,49416.28994980056,1128.2949723581085,-349,49940.384810455704,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-16,8896.347823688118,9093.667379922177,9562.327030600392,9666.35583363779,9865.703225612822,10096.66962798686,10351.46164485913,10546.14733412311,10637.244071510637,11164.00025697866,11321.882369374161,634.7515765555586,-349,10930.055063768315,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-16,11090.677913176902,11304.920031521848,11692.512049754498,11764.334387346353,11871.726797148827,12090.26686701117,12292.573809131372,12447.656581675164,12530.954449462637,12952.189310714577,13159.363545007065,510.32534122809204,-349,12138.96994137857,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-16,12018.286335087265,12138.5359100994,12593.175086504574,12701.238434112967,12821.937483470792,13032.021203112334,13256.678613365499,13438.028718349375,13542.866533806498,14004.587377696922,14133.912844644005,555.2760792232069,-349,14001.70952763802,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-16,10944.61816360325,11093.537717432244,11532.765817713313,11623.382783521924,11782.809065630596,11985.209318969448,12220.93215588465,12373.538775420884,12482.735434485241,12888.934735950092,13068.02249089544,557.1231350711131,-349,12869.650277670798,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-17,44358.67795533532,44816.700037886585,45763.98838736818,45940.07824451565,46249.16970292267,46675.858542677015,47150.27325947976,47460.42953840563,47626.547588303874,48465.099156427204,48918.15732615592,1137.3263498706265,-348,43175.62976662497,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-17,8000.580173027985,8185.65865570902,8722.194510708376,8819.810861814416,8995.600980065825,9267.055795000611,9527.564791492425,9750.038210800494,9861.436881813492,10305.398825472079,10481.40185731404,645.0405146552479,-348,7678.380511827643,True,2025-02-28_downtown
