restaurant,period,forecast_origin,target_date,q025,q05,q20,q25,q35,median,q65,q75,q80,q95,q975,predictive_sd,lead_days,actual_sales,actual_available,run_id
downtown,historical_model_estimate,2025-02-28,2024-07-27,8508.337214353913,8712.038208809343,9236.307694460727,9355.45189483343,9533.109488100321,9836.762140802355,10055.162770640132,10226.147569044097,10344.966312686027,10967.87626527922,11134.174740596893,663.2664087275986,-216,10185.361821599116,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-07-27,12031.222260169903,12211.960339534831,12667.83066681832,12774.617822384851,12929.20578585921,13158.159714573465,13388.928130034785,13555.914105039401,13666.533890186316,14192.22045835743,14436.584204801982,594.7864705474151,-216,13982.334437111387,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-07-27,12009.516787944383,12229.060552434463,12596.510095329739,12676.55537943559,12834.003637218419,13030.396181686985,13254.12469559344,13403.858000095477,13491.545815033895,13953.214243193188,14090.945319703746,533.3609179692422,-216,13318.944655534957,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-07-27,10522.271900910508,10620.387557862807,11085.455859405032,11184.641008536339,11334.438334095405,11548.316892037474,11783.978840731092,11939.246268798868,12023.713073988176,12421.961081933843,12588.27017328674,548.6068635229644,-216,10690.174326303895,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-07-28,44139.78334376688,44540.87222254579,45391.55325822649,45570.80117324256,45871.650605699804,46347.7723763589,46791.16510810157,47118.42636738019,47314.361711393954,48175.57451332988,48658.18050562677,1118.6339957309228,-215,48750.7075116061,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-07-28,7529.748136163615,7712.312297061721,8244.403655568782,8344.074158945323,8544.77349519351,8804.433424074385,9039.58617566562,9207.187645474009,9298.233589089505,9799.388397134597,10035.707839534369,639.9848382175531,-215,9242.550747854992,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-07-28,12824.102348533152,13005.513254848634,13402.540694569552,13492.859661896782,13648.978176476612,13901.070602219508,14102.355702756186,14276.673327987652,14374.572127015634,14817.72838643613,14992.908654196017,561.9958863222148,-215,14702.511143776848,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-07-28,12176.900675826633,12333.199375389157,12766.161448315304,12836.830054477194,13008.002583506235,13208.679580155527,13429.76798136533,13583.783271549783,13678.713158386085,14058.211129715119,14202.198763211296,534.3999875255071,-215,13944.308779923856,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-07-28,9378.39054108911,9517.060678852951,9995.22357863927,10078.993592584004,10266.992400634179,10483.42690105784,10677.646133927257,10825.078420839358,10907.00768182595,11366.636465404164,11571.559383990785,557.737757738252,-215,10861.3368400504,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-07-29,43269.860552760205,43651.92305526671,44552.14105028268,44750.181295231116,45102.541222919965,45561.762614674895,45948.21873485692,46267.56921554797,46444.94950833449,47382.675700184125,47683.414442394416,1134.4979274669317,-214,44688.61158690269,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-07-29,6895.761689001815,7095.015118768872,7612.13275072126,7697.751838552553,7929.481558557043,8224.62128903258,8470.939393452745,8621.948815910604,8748.053724056428,9231.05062541645,9352.221574470546,671.1869376530835,-214,7956.937032982014,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-07-29,13817.383424030251,13994.11841165176,14419.952807954845,14514.422553903176,14670.382345796546,14863.7085172113,15096.70994359781,15270.370876263214,15368.964752611028,15732.235979569337,15892.435060184223,536.7784502915854,-214,14597.28364762324,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-07-29,11244.934130948912,11426.162533823372,11827.110988000395,11909.134637117555,12065.80167247908,12315.364304934667,12519.11893426387,12677.76565084859,12770.934400782904,13289.496531608,13530.837946788468,565.0637318176326,-214,11900.701080142611,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-07-29,9061.50119045726,9247.891438485283,9663.461292022657,9759.140270656299,9945.554476816602,10154.862976989101,10364.564858098931,10531.798479749532,10616.726020213211,10975.76292659661,11204.91023807277,545.3902286556798,-214,10233.689826154829,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-07-30,43878.28691768242,44203.01966234542,45200.98002988264,45363.94310819797,45649.64553643809,46026.19781133955,46397.97154812061,46781.60456059364,46997.349225710816,47903.94486906878,48282.23417364538,1107.0286038325269,-213,46648.50758444093,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-07-30,6727.455680831433,7059.153032142916,7563.223057537802,7686.84453185026,7886.648693583958,8118.561218740083,8375.593213754963,8567.688628542086,8676.626680013798,9186.016587420308,9343.370223282453,659.793721462005,-213,9210.992076905,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-07-30,14306.14182713859,14455.989331657858,14861.439222025194,14978.846552622075,15120.174006887613,15303.927677739237,15527.229026640409,15685.524045540358,15782.420541560463,16156.357165861971,16321.19716552619,532.4730860217389,-213,15364.82898209257,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-07-30,10643.33854939148,10903.947817628567,11234.94361494095,11321.716664023035,11461.516832851821,11686.443914806303,11883.551669291455,12047.311885332318,12135.79394746107,12513.635652463174,12648.675490082464,509.5333886282783,-213,11650.996482543898,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-07-30,9907.80588464848,10105.24117928097,10459.890408223942,10570.765736919007,10734.262447610015,10929.609374364672,11138.103935520261,11259.091268302976,11365.297912792334,11792.12036955526,11928.993020694086,529.8909417158135,-213,10421.690042899456,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-07-31,45705.27791936577,45971.21697954765,46843.82837552538,47015.38581122098,47379.32193096265,47848.76928021563,48266.1991554659,48606.800464503,48770.5502864217,49670.05843213701,49933.84532593422,1118.9629209881884,-212,48880.444242153804,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-07-31,7743.656820826314,7912.077206512131,8431.894737717157,8543.413630965886,8735.125322131922,8982.893441102326,9202.661911761079,9410.003551200496,9505.59059144113,10067.42142040806,10281.795586935996,664.2488402538817,-212,9594.74769225086,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-07-31,14127.425657706548,14278.09239731447,14721.166916645454,14796.557085017012,14943.106299943815,15159.343902115052,15395.914887779125,15537.61616502454,15607.257812335021,16052.957474062714,16255.143396861082,546.7485885519628,-212,15605.107522319438,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-07-31,10476.265862676732,10670.840997035459,11142.536298275096,11230.354072054866,11382.940106963339,11599.529491200774,11805.311974290196,11929.01746731316,12022.508298025947,12561.478532890498,12703.008902940515,546.2073036957042,-212,11833.350930347102,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-07-31,11044.671611264866,11196.18839291319,11617.897127225324,11719.726224506487,11892.880869263006,12097.410145699596,12280.26226423901,12462.906396648912,12540.953276511817,13000.638815559723,13164.92571952292,540.2311426834013,-212,11847.238097236404,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-01,46643.204307493135,47077.34904695787,48026.65428160812,48203.148424292594,48461.92181237584,48885.88452099051,49384.32897653965,49705.702426986616,49861.449426705854,50785.2656372988,51060.37768002356,1133.711979729948,-211,48227.381954362994,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-01,8816.92808884502,9001.814771815489,9515.492950171665,9634.82244741017,9792.822584223959,10062.025337647701,10264.209399627824,10455.859311560442,10558.19573529007,11049.160160113342,11244.070773009033,625.2110279474246,-211,9855.421894535048,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-01,13312.295058187803,13496.176560190337,14025.12129896678,14108.779141735817,14249.088157652746,14432.58941746665,14650.822678760334,14809.443253082656,14889.757438461636,15305.927504567251,15420.777250300715,543.6481986865589,-211,14439.071780359787,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-01,11049.894050666808,11198.21126745926,11631.44703759728,11697.081630726077,11839.965269697876,12014.628120330186,12237.90341049082,12416.129427464432,12500.928787383913,12954.119160324744,13123.379846348122,531.5129266605692,-211,11639.874125889544,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-01,11352.170789989346,11529.193684107142,11940.578567852079,12020.057280746674,12172.530504302598,12387.56178599341,12593.613939616984,12765.074090663307,12868.282038408273,13387.50095275666,13581.0915615374,556.564414642605,-211,12293.014153578615,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-02,46762.688248476436,47102.370211558795,48008.752529907615,48217.2102735889,48489.724664817804,48937.87638227376,49331.87518972473,49657.72908378107,49887.12300325286,50833.11618014476,51102.77616152059,1120.1723808390022,-210,47890.09589757438,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-02,8956.215729809865,9171.959911309219,9666.597518015898,9772.603925255895,10003.916259815065,10254.880274535331,10511.439136155162,10721.050755911483,10845.105246810273,11318.386090364926,11548.371165670673,666.5104050724831,-210,9695.51728571286,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-02,12599.059099855102,12749.688594962336,13254.135853350786,13337.7131481041,13475.61836288823,13653.967673452351,13847.755294874843,14008.89964996028,14110.610228004716,14532.62918206174,14657.104243696975,530.3516547224856,-210,13774.426753273836,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-02,11645.995065662195,11807.037521171658,12259.486465050755,12343.338048628546,12501.743434513515,12728.16008070386,12919.14991632564,13066.842978756604,13159.21614360173,13597.700691315153,13714.437723541492,537.4549157426893,-210,13120.251560299312,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-02,11265.901802024593,11436.783845869204,11858.753517853365,11957.644178115825,12119.342963429788,12339.638738880858,12517.592355957713,12693.376195431032,12797.662067531151,13227.210634916511,13384.023094478638,550.1833563699242,-210,11299.900298288376,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-03,45606.20342050391,45949.05830109909,46979.511331296686,47197.14435709229,47590.03425817594,48040.52919418692,48476.55930481489,48819.1719964491,48992.12385218716,49972.803867224255,50390.771055533296,1217.6636895732238,-209,46791.1118831487,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-03,8709.542260630375,8955.087369502555,9486.107383131504,9576.071983425209,9758.483291206883,9968.724265084082,10231.911700036835,10423.77829553836,10522.768952188075,11064.0637460446,11342.226795660443,639.6267535015952,-209,9821.590320081888,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-03,12422.792810125778,12591.153109707137,13057.286371779097,13154.006877557837,13297.11943991855,13506.008389136823,13683.1104945638,13873.866440400745,13943.58314232581,14367.768961258334,14550.744882850733,534.9925603697357,-209,13521.457623900264,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-03,12088.52714296052,12266.15073413919,12732.041940635165,12807.361180215716,12963.338997600886,13173.673116742204,13381.792948817463,13542.011267064074,13636.738493162278,14056.99029215994,14271.58083210323,541.0057134608439,-209,12454.333495748157,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-03,10353.337905838209,10470.064331529562,10893.515872204012,10992.407290093313,11138.988682480807,11341.41803063957,11534.458572511056,11707.25344449828,11785.503277704143,12248.886302522822,12421.26470673235,537.3561841502101,-209,10993.730443418392,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-04,44616.93360063641,44922.07256513192,45878.058776432765,46039.11777702053,46340.60761775318,46726.22908239551,47218.035231186215,47610.45567954237,47746.51071453633,48694.75842643211,48994.690846034915,1132.814077666963,-208,46347.86248360032,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-04,7710.645133213228,7981.633826571507,8467.372804569346,8561.817745400022,8740.745528714204,8973.224922860318,9226.876797248837,9406.263455163402,9524.058804351253,10104.621248759597,10278.571162086184,645.1800877276344,-208,9206.926391349818,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-04,13073.088734723065,13300.92359572099,13729.205040569987,13829.356758063706,13979.344164826336,14220.795764766892,14407.51037779453,14532.096538532587,14598.544337522406,15090.09573054939,15246.91284501344,547.5820219063393,-208,13958.518551229736,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-04,12263.45101599469,12441.908518225378,12898.935112798066,12982.554788168003,13113.41893489225,13321.231618945309,13507.282888909236,13645.13238027665,13738.561695769165,14170.086672772828,14370.852897304736,527.392087963863,-208,12840.231777937372,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-04,9259.386866559356,9364.192720513885,9822.34105718209,9910.130196315042,10057.488593487575,10303.947751390633,10497.592988817156,10657.09146109319,10746.366642097448,11190.423088793776,11371.456490265591,543.6897710571161,-208,10342.185763083397,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-05,43405.022838993915,43749.88833857202,44642.26115412203,44862.11366350158,45161.628221696854,45644.18700753481,46003.23003630613,46321.910512380346,46563.53588748998,47465.472646614,47801.18873494745,1113.3414004652711,-207,45135.968324950554,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-05,7130.275372506123,7286.837833067443,7822.518178729929,7919.173745414569,8082.966116005592,8298.826437290016,8539.319211916963,8727.34583665124,8826.800327517924,9309.058425083047,9470.691135759396,618.2672775627641,-207,8250.121492515498,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-05,14061.588908728612,14279.907079244327,14656.883519193818,14752.145025835005,14894.667010736865,15115.306490606676,15302.221547983543,15441.013502725651,15510.327965995926,15947.38812125327,16070.476728453104,511.9008977865382,-207,15097.301456747906,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-05,11186.37596039288,11381.161000137447,11865.316867215359,11962.107748674202,12092.349418280235,12307.737335316222,12505.561036211993,12639.632147752865,12750.315572752563,13155.403142491763,13352.267064106347,535.5968276040599,-207,12212.353130062893,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-05,8842.43406196481,9005.940553017575,9447.990113314909,9543.665925551575,9713.647477680815,9905.489049548862,10114.086601743362,10288.198884004705,10371.705901512443,10787.851506306135,10925.006595189136,543.5970527720771,-207,9576.192245624256,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-06,44128.490405041695,44443.670735772524,45339.253405833435,45480.6927910508,45824.06478310643,46249.75320601277,46673.46607438618,47032.55147960625,47170.00604683863,48100.00116219866,48443.84732437689,1119.1340553635084,-206,45114.59823779085,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-06,7156.4341118146485,7275.197205413725,7819.884447537251,7900.132334060033,8077.675163907774,8347.101954728421,8584.546059911461,8752.938778707388,8866.321193131496,9357.625283786365,9549.25417461138,625.4990992693894,-206,7986.035731724696,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-06,14592.432000019213,14767.475634125041,15160.29059891739,15269.109896600916,15379.139121905318,15602.539961752362,15792.684052261053,15950.676790109228,16005.061291281554,16406.068551538887,16513.17802122376,503.9160560099503,-206,15246.080183199208,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-06,10620.571762413261,10755.632467765998,11215.961564933777,11314.308971655772,11459.501281725308,11644.440822113704,11841.765039532665,12018.011513393372,12122.783668594298,12583.526239709967,12710.70640468373,547.9680258441584,-206,11246.740934733163,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-06,9602.030575800873,9756.345334001191,10195.393683142142,10282.376919782328,10456.300438432283,10683.917181788955,10871.15341007158,11011.774003716977,11114.075655538412,11495.616494806294,11703.574566551752,533.5144779848775,-206,10635.741388133783,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-07,45810.48138041614,46252.650159134624,47059.537330644685,47251.56431013248,47616.152696256606,48088.35426164554,48509.98585504414,48887.732675369065,49092.38614425315,49951.287022371376,50447.20163537276,1196.3924162192518,-205,45925.19527579255,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-07,7730.6515597164225,8007.512479833255,8589.483217568633,8705.145258162618,8882.605179970833,9122.909419024883,9396.65975337219,9566.283814589888,9679.257884478404,10191.859208555385,10400.646389370304,669.4823751206387,-205,8286.437307676802,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-07,14500.841615848305,14688.669471372094,15090.734345591773,15163.50717276413,15324.805045416382,15528.306685708296,15757.680608861556,15896.867982834008,15984.659570130782,16442.64154841713,16609.246808474687,533.6802471794704,-205,15172.10097305834,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-07,10569.659339771084,10698.577988136316,11145.194624530915,11227.49784223603,11370.734852117206,11560.673372490117,11767.138527685502,11912.64733556324,11998.683878756656,12453.09699103855,12649.197363625062,525.0939931172976,-205,10661.825596448482,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-07,10648.298486353991,10877.967678522795,11364.650534809702,11467.132688588435,11642.642254851711,11852.944628947991,12085.831114027918,12253.552263923768,12333.468444640292,12744.87409243514,12916.412518526116,562.6550637793074,-205,11804.831398608916,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-08,46490.805112929185,46948.267132577086,47834.907819401735,48066.876349620805,48372.10883434393,48806.014226351064,49199.00345701119,49546.47909703171,49695.44915136749,50487.40571849366,50857.536410525754,1090.603472133896,-204,50057.30437303125,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-08,8716.00761389109,8914.798137290827,9438.627140197872,9556.388964827165,9727.20689169651,9958.230543874073,10185.953284977943,10352.343055782465,10474.497132183436,11010.700802974172,11113.278438475965,612.6842124148064,-204,10646.5918889797,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-08,13727.503422912278,13909.184959546463,14307.047172165425,14420.114604728577,14576.318402619618,14786.356220993512,14958.372729644238,15120.091744813282,15213.030465260508,15619.436965296994,15750.855599853661,529.1334268062596,-204,15007.549326792763,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-08,10769.257246315143,10921.489746989299,11419.583303694715,11507.035197110901,11647.103166260671,11864.478492960487,12059.84655707922,12208.10811742493,12277.813661763461,12677.005346304575,12820.576219000288,528.4915938505058,-204,12001.051410675704,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-08,11099.358278407213,11289.474859905416,11757.363873628547,11827.638892643206,11978.729351882444,12226.206137833055,12457.401826358215,12605.461483572057,12688.692529165297,13067.190728387395,13265.122372776523,552.5771908938304,-204,12402.11174658308,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-09,46853.299238594875,47225.642049182294,48155.586018152695,48292.327441784364,48570.86007531614,48989.99902649869,49417.82897542545,49726.738118290275,49889.46846966122,50789.88280497586,50953.08106891422,1083.458335589738,-203,47922.96770390528,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-09,8934.463361829066,9127.181030185593,9680.39334331022,9800.635622355016,9971.785252849526,10227.878032585715,10446.33498254064,10629.833205130239,10723.368426024193,11275.09296350638,11462.798489401725,644.2103230516886,-203,9833.451960349714,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-09,13090.636413781618,13268.273495836715,13676.908277840044,13752.443842529452,13919.450619505002,14125.125458055387,14304.584930822362,14468.399210610703,14530.75504029722,14934.361440005057,15118.041029925413,505.31497997043857,-203,13790.797861419573,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-09,11557.53953794945,11774.883029225839,12161.45141348,12240.026008052857,12391.246769939162,12610.690848980488,12801.608347615838,12962.89102496333,13046.54077870025,13464.441300417435,13633.161005127566,524.0809198597656,-203,11590.4169902772,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-09,10962.88483843711,11151.67650959827,11617.559271465978,11713.59456327047,11881.3697512497,12074.276537654998,12261.456720253467,12425.615699604774,12518.26813444315,12917.338197965451,13051.48853177964,540.5070122485635,-203,12708.300891858791,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-10,46048.03138595618,46321.18070140701,47284.89695292768,47480.29827785634,47814.17947124353,48286.55840112794,48687.14251432135,49007.41666301724,49221.97818625601,50163.73851317611,50630.25218390427,1170.6050009963838,-202,48788.9332789217,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-10,8789.319104054523,9012.550064522922,9552.385006062173,9613.176933002504,9790.74101425438,10035.280273945522,10276.707498072445,10440.098751347876,10573.569323553033,11052.506877257729,11330.249599526765,620.0662081078428,-202,9424.370845747148,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-10,12992.707007708359,13140.160728990117,13657.743784988159,13745.081267566591,13878.641190543489,14050.796061675777,14273.02625954784,14419.98135516142,14502.80364920843,14895.10785085719,14993.645235634242,520.4202947448772,-202,14357.039653974114,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-10,11845.720268503223,12001.442894165992,12486.725819311807,12570.597429386327,12753.864800027683,12951.207721212475,13153.208820759279,13303.981415429003,13414.5614012035,13884.447393484428,14002.550963124657,562.3712665651595,-202,13854.212701149483,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-10,10061.224010608745,10298.201107236464,10751.957924883505,10853.737255879263,11008.276595107705,11219.986102844534,11416.8779560514,11595.13653190931,11657.685619767213,12100.457166713637,12310.501474242046,545.6126634720941,-202,11153.310078050956,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-11,45099.999539162374,45545.88731173941,46357.461607237645,46531.94746133361,46811.93255417809,47234.387644516086,47694.71929587945,48016.271302588146,48187.68242292661,49091.46726921305,49482.26896997771,1104.8551100459295,-201,48480.30431396491,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-11,7649.994970140397,7925.647600548884,8519.156608134614,8617.691804608352,8763.824003823689,8975.705037462729,9244.802802350949,9418.06021334547,9509.806783745891,10058.153806052698,10262.085024732865,630.7121515820071,-201,8941.723997948158,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-11,13841.196279766504,14009.275014512123,14359.527806304306,14437.069234154309,14612.621465557066,14803.113891907587,15007.049098946572,15160.485353327615,15255.31158061232,15665.039845129972,15805.029837028207,517.1957510898148,-201,14899.95751504913,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-11,12067.105056971966,12293.85589951712,12691.387508836164,12804.652241282301,12955.275037471798,13147.49254126662,13385.197523788811,13529.586604526407,13638.001102226384,14048.525451430478,14186.53707135815,544.7165073606382,-201,13302.007275445692,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-11,9245.04424896725,9387.347758733327,9784.947399482133,9905.796521691293,10073.916974097263,10283.834500248879,10507.075989698898,10673.203235088273,10787.484079316862,11180.986411713935,11319.78228459626,553.1919524928276,-201,11336.61552552193,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-12,43907.175585729994,44365.6893232956,45245.88856353477,45405.82447929143,45738.89237303139,46220.08966504104,46665.89529843201,46985.86722420871,47219.72224890711,48145.095588339325,48350.00470789218,1146.5182336588532,-200,46246.360936282916,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-12,7040.322026565495,7239.045192614154,7734.513439082244,7839.98814306866,7994.155935395652,8218.50663820605,8501.188153024903,8685.852071920386,8780.516449341743,9295.796561738998,9410.389126520873,621.0709035933621,-200,7663.530128634806,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-12,14715.956415813444,14877.058658502403,15315.058016936766,15406.335341403566,15572.096682706248,15799.91547006789,16018.074096841929,16199.98162020216,16287.386415176885,16641.07275824177,16844.12125561182,551.6073447047423,-200,17074.245387740524,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-12,11144.625315143603,11312.20306494654,11730.363238016238,11817.512091591725,11989.335783045792,12190.531793999224,12388.908341637281,12523.748850983444,12641.964095282516,13078.115636713721,13217.632731129479,529.8150910645767,-200,11883.846499396332,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-12,8943.549143866636,9157.72583092985,9495.685051742003,9585.767255548868,9775.967970023798,9999.207144019283,10193.884164926103,10367.487690555203,10469.34667364715,10827.818667398462,11007.640410565285,545.4552642609419,-200,9624.738920511252,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-13,44726.48861426475,45087.09252229163,45917.93361039932,46143.84701085225,46463.59683238533,46887.068272812015,47292.47265151135,47643.399396576766,47806.38118577117,48755.27729397991,49013.900228876606,1115.541638580762,-199,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-13,6905.808117055858,7160.207442486957,7664.644508951616,7755.037889487875,7955.066527240034,8229.444946673437,8508.738225123421,8685.491082734297,8802.505360691866,9293.030541019687,9488.226580604798,669.0198606144944,-199,,False,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-13,15342.872139662986,15479.629797864838,15949.49209627509,16033.387511445379,16200.2543827591,16439.07198259094,16622.908248696443,16795.202101236613,16854.54778921118,17283.752284561204,17406.35204575002,540.400153216486,-199,16417.311044042646,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-13,10525.473968497865,10648.132697387815,11107.616883179346,11203.860441498262,11365.440196722946,11574.704708041492,11748.916900012406,11898.404167788955,11999.779430928229,12428.771687612207,12579.452899457232,531.5113386739089,-199,11584.590530176478,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-08-13,9726.607396580604,9851.546743515528,10268.315371002875,10349.703702701088,10500.853414956027,10703.55168406446,10894.993743933359,11048.656876197996,11127.240214567544,11577.560239302564,11725.400353821566,516.9128344764172,-199,9766.947401185267,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-08-14,46365.462127910054,46733.58022468924,47684.97241121559,47857.49945824814,48123.42914521962,48668.19393276333,49114.91278524759,49424.91101056217,49562.197749234576,50452.63127389714,50819.61145781462,1150.1379860965346,-198,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-08-14,7739.601616351921,7999.721277564279,8466.541679585547,8601.490367655098,8768.417781353308,9007.121682943587,9283.483850475006,9472.318403763293,9555.491440068616,10001.860236296321,10147.760541096346,642.3633155877806,-198,,False,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-08-14,15192.487794470298,15365.012752750394,15853.846050205733,15945.553872765046,16097.481717583487,16295.168553553824,16525.350177072087,16698.618251526044,16787.46380042453,17198.397116450957,17399.71767818551,554.3626541297936,-198,15695.886236672615,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-08-14,10416.960983314919,10570.959461597171,11020.083239026895,11087.495272488666,11241.201803714177,11470.794222459275,11690.261447919986,11831.130464497292,11933.154906859383,12362.129635232779,12557.6530406229,546.1710913385211,-198,11390.809582750177,True,2025-02-28_hurricane
